Wall time,Step,Value
1545820674.6309626,301,2.6472697257995605
1545820727.3579528,501,2.3931307792663574
1545820809.7054589,801,2.4037413597106934
1545821055.093068,1701,2.1269516944885254
1545822600.49086,2027,1.6536781787872314
1545822681.8778105,2327,1.734482765197754
1545822761.1266558,2627,1.9686388969421387
1545822813.826702,2827,1.6922234296798706
1545823051.2980747,3727,1.2759699821472168
1545823130.4781334,4027,1.423445463180542
1545823156.8767884,4127,1.4552459716796875
1545824709.3825934,4979,1.0452616214752197
1545824788.695794,5279,1.1165138483047485
1545824841.6440504,5479,0.9012109637260437
1545824868.093251,5579,1.0599504709243774
1545824920.9556632,5779,0.7998553514480591
1545826526.0386035,6826,1.1480236053466797
1545826817.9698083,7926,0.8040546178817749
1545826844.5035646,8026,0.8839812278747559
1545826871.0309122,8126,0.8675389289855957
1545828452.9598255,8465,0.9943850040435791
1545828535.1923716,8765,1.0991103649139404
1545828561.8770447,8865,1.1050682067871094
1545828933.9451492,10265,0.6321010589599609
1545828960.4340127,10365,0.7607353925704956
1545828986.8513138,10465,0.7467491626739502
1545830750.2251248,11101,1.2021656036376953
1545831073.4597032,12301,0.5887597799301147
1545831154.3510885,12601,0.4244607985019684
1545832645.0181696,12808,0.50501948595047
1545832672.0656877,12908,1.0046775341033936
1545832860.7865634,13608,0.7502695322036743
1545832914.3758059,13808,0.5390909314155579
1545834815.6608973,15421,1.3946222066879272
1545834842.7411363,15521,0.45414116978645325
1545834869.7099955,15621,0.5118104219436646
1545835109.8352056,16521,0.42780831456184387
1545835216.2067902,16921,0.5563622713088989
1545836658.6988578,16936,0.48725903034210205
1545836900.5909262,17836,0.5465267896652222
1545836927.1670594,17936,0.6614251136779785
1545837033.2049167,18336,0.7396700978279114
1545837139.6779096,18736,0.4175751209259033
1545837219.419465,19036,0.6148332357406616
1545838837.131132,19370,0.8095487356185913
1545838863.6224177,19470,0.32191094756126404
1545839021.6186674,20070,0.49466216564178467
1545839100.878216,20370,0.6268177032470703
1545839232.9025111,20870,0.4575873613357544
1545840780.1685488,21221,0.3620859682559967
1545840809.1477697,21321,0.4204641282558441
1545840888.3938427,21621,0.4644160568714142
1545840914.8976738,21721,0.47389042377471924
1545841046.750273,22221,0.6303707957267761
1545841205.2828672,22821,0.39501088857650757
1545841231.7628982,22921,0.5559740662574768
1545841258.0806425,23021,0.3320891261100769
1545841284.4410791,23121,0.6638774871826172
1545842847.7051535,23469,0.4855007827281952
1545842927.9144828,23769,0.7948861122131348
1545842981.2977357,23969,0.48319852352142334
1545844898.026943,25604,0.4405003786087036
1545845192.337908,26704,0.30936741828918457
1545845245.4117298,26904,0.46443402767181396
1545845272.012106,27004,0.364285945892334
1545845324.9449265,27204,0.3658711314201355
1545845351.605105,27304,0.43170833587646484
1545847132.599064,27634,0.559018075466156
1545847214.1865568,27934,0.5404900312423706
1545847346.7983165,28434,0.4014759063720703
1545847453.1761153,28834,0.3341548442840576
1545847506.3295953,29034,0.46739473938941956
1545847532.8056989,29134,0.3145916163921356
1545847638.2668629,29534,0.5275040864944458
1545849261.123184,30078,0.3785654902458191
1545849341.614953,30378,0.3724669814109802
1545849368.409421,30478,0.3605823218822479
1545849422.0667071,30678,0.2355298101902008
1545849743.0758514,31878,0.23508986830711365
1545851252.2980359,31996,0.17016038298606873
1545851278.7871714,32096,0.38099992275238037
1545851358.431778,32396,0.3145495057106018
1545851385.0601404,32496,0.39454108476638794
1545851491.5125458,32896,0.1553948074579239
1545851518.0854428,32996,0.2803906500339508
1545851544.7694297,33096,0.2940601110458374
1545851624.599891,33396,0.4497731328010559
1545851651.1591964,33496,0.24834467470645905
1545851704.4526887,33696,0.4774232506752014
1545851730.9901514,33796,0.6240540742874146
1545851784.2215052,33996,0.2077793926000595
1545853414.795199,34527,0.3236221671104431
1545853441.6658604,34627,0.23614023625850677
1545853495.1894648,34827,0.40491145849227905
1545853522.002408,34927,0.27671265602111816
1545853575.6798377,35127,0.3338773846626282
1545853682.8572881,35527,0.25479739904403687
